siren,nom,type,regcode,url_ptf,nb_ptf,url_datagouv,nb_datagouv,id_datagouv,id_ods,pop_insee,lat,long,merge,depcode,nom_upper,part_plus65,nb_crea_entps,flux_migration_res,niveau_vie,part_diplomes,depenses_hab
200023737,CA DU GRAND CAHORS,CA,OCC-76,,,https://www.data.gouv.fr/fr/organizations/589d6e22c751df0ff0ae0a65,23,589d6e22c751df0ff0ae0a65,,40775,,,datagouv,46,GRAND CAHORS,25.4,409,243100518,21200,8,987.040992562256
200066876,CHALONS EN CHAMPAGNE AGGLOMERATION,CA,GES-44,https://opendata-agglo-chalons.opendata.arcgis.com/search,18,,,,,44753,,,ptf,51,CHALONS EN CHAMPAGNE,18.7,594,200067213,20970,5.7,827.99606457549
200066884,CC QUERCY VERT AVEYRON,CC,OCC-76,,,https://www.data.gouv.fr/fr/organizations/5d838f9b6f444174735e1e0a/,1,5d838f9b6f444174735e1e0a,,21794,,,datagouv,82,QUERCY VERT AVEYRON,20,192,248200099,20620,4.7,537.41393955675
200067965,CA REGION DE COMPIEGNE ET DE LA BASSE AUTOMNE,CA,HDF-32,,,https://www.data.gouv.fr/fr/organizations/5e2af3758b4c41693ce44aa3/,1,5e2af3758b4c41693ce44aa3,,82180,,,datagouv,60,REGION DE COMPIEGNE ET DE LA BASSE AUTOMNE,17.4,814,200054781,22050,12.4,814.861481760503
200068146,CC SARREBOURG MOSELLE SUD,CC,GES-44,,,https://www.data.gouv.fr/fr/organizations/5bd9653a634f417672a9dd46/,1,5bd9653a634f417672a9dd46,,46194,,,datagouv,57,SARREBOURG MOSELLE SUD,21,287,245700950,21070,4.1,482.024772512256
200069037,CA PAYS DE SAINT OMER,CA,HDF-32,,,https://www.data.gouv.fr/fr/organizations/5e848e61eed811f6b7cdc220/,1,5e848e61eed811f6b7cdc220,,72565,,,datagouv,62,SAINT OMER,17.4,654,200093201,19390,4.4,977.133984712928
200069110,CA GRAND CHAMBERY AGGLOMERATION,CA,ARA-84,https://donnees.grandchambery.fr/explore/?refine.publisher=Grand+Chamb%C3%A9ry,20,https://www.data.gouv.fr/fr/organizations/5ba24dc9634f41611dc498cc/,35,5ba24dc9634f41611dc498cc,Grand Chambéry,136805,,,ptf+datagouv,73,GRAND CHAMBERY,19.7,1972,200068674,23040,11.6,1185.97946383742
200069425,CA MONT SAINT MICHEL NORMANDIE,CA,NOR-28,https://www.opendata-manche.fr/web/guest/donnees,11,,,,,87984,,,ptf,50,MONT SAINT MICHEL NORMANDIE,26.7,644,200042604,20410,3.6,598.735882082746
200069821,CA FECAMP CAUX LITTORAL AGGLOMERATION,CA,NOR-28,https://data.estuairedelaseine.fr/,6,,,,,39521,,,ptf,76,FECAMP CAUX LITTORAL,21.9,275,200084952,20480,4.1,559.179282242991
200070787,CC PALTEAU DE LANNEMEZAN,CC,OCC-76,https://opendata.ha-py.fr/pages/plateau-de-lannemezan/,1,,,,,17942,,,ptf,65,PALTEAU DE LANNEMEZAN,28.7,157,,20560,4.7,447.586961915125
200071199,CC PLAINE LIMAGNE,CC,ARA-84,http://opendata.auvergnerhonealpes.eu/7-les-donnees.htm?facet.provider[]=Communaut%C3%A9%20de%20Communes%20Limagne%20Bords%20Allier&from=0,1,,,,,21019,,,ptf,63,PLAINE LIMAGNE,20.5,124,200070753,21540,4.7,292.769359821346
200077014,CA VIENNE CONDRIEU,CA,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5f6af29ff7ae06ea64a234d1/,1,5f6af29ff7ae06ea64a234d1,,89522,,,datagouv,69,VIENNE CONDRIEU,19.2,1222,200046977,23160,8.5,894.074959668581
240100750,CA PAYS DE GEX,CA,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5f199bd29460ebdaddd95b99/,2,5f199bd29460ebdaddd95b99,,93027,,,datagouv,1,GEX,11.4,921,200046977,35820,22.9,657.169524094677
241300375,CC VALLEE DES BAUX ALPILLES,CC,PAC-93,,,https://www.data.gouv.fr/fr/organizations/5bfbf1548b4c412a0cdc6c70/,4,5bfbf1548b4c412a0cdc6c70,,27744,,,datagouv,13,VALLEE DES BAUX ALPILLES,,,,,,762.980574374601
242600252,CC DU VAL DE DROME EN BIOVALLEE,CC,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5dfcf3126f44410ff204c4a8/,1,5dfcf3126f44410ff204c4a8,,30844,,,datagouv,26,VAL DE DROME EN BIOVALLEE,19.6,357,200068781,21500,7.1,723.913358923926
242900744,CC POHER COMMUNAUTE,CC,BRE-53,http://datarmor.cotesdarmor.fr/web/guest/donnees,1,,,,,15597,,,ptf,22,POHER,26.6,82,,20460,4.2,784.382374473797
243500667,CC DU VAL D'ILLE AUBIGNE,CC,BRE-53,,,https://www.data.gouv.fr/fr/organizations/57daa20388ee385c305ff491,41,57daa20388ee385c305ff491,,34929,,,datagouv,35,VAL D'ILLE AUBIGNE,13.7,299,243500139,23380,10.5,315.950989544744
245701222,CA VAL DE FENSCH,CA,GES-44,,,https://www.data.gouv.fr/fr/organizations/5d3193bb634f4103f485c9f9/,12,5d3193bb634f4103f485c9f9,,70268,,,datagouv,57,VAL DE FENSCH,20.3,482,245701362,19830,3.5,649.869418841905
245901152,CC COEUR D'OSTREVENT,CC,HDF-32,,,https://www.data.gouv.fr/fr/organizations/5c937ac98b4c41415cbe68c8/,1,5c937ac98b4c41415cbe68c8,,72312,,,datagouv,59,COEUR D'OSTREVENT,17,416,200044618,18730,3.5,389.754261983666
246800726,CA COLMAR,CA,GES-44,,,https://www.data.gouv.fr/fr/organizations/5e44026b8b4c416f93430c66/,2,5e44026b8b4c416f93430c66,,116314,,,datagouv,68,COLMAR,19.5,1056,246700488,22150,9.4,539.925938414916
247600539,CC CAUX ESTUAIRE,CC,NOR-28,https://data.estuairedelaseine.fr,23,,,,,18315,,,ptf,76,CAUX ESTUAIRE,,,,,,
200006682,CA BEAUNE COTE ET SUD,CA,BFC-27,https://trouver.ternum-bfc.fr/organization/beaune-cote-et-sud-communaute-beaune-chagny-nolay,1,https://www.data.gouv.fr/fr/organizations/5bec28758b4c412a07c7ee5e/,1,5bec28758b4c412a07c7ee5e,,52364,,,ptf+datagouv,21,BEAUNE COTE ET SUD,,,,,,766.126552606688
200010650,CA GRAND DOLE,CA,BFC-27,,,https://www.data.gouv.fr/fr/organizations/5e2086a38b4c41778e8f75bc/,1,5e2086a38b4c41778e8f75bc,,54425,,,datagouv,39,GRAND DOLE,22.4,429,242500361,21270,5.5,913.442800071371
200010700,CA CAUX VALLEE DE SEINE,CA,NOR-28,https://opendata.cauxseine.fr,149,,,,,77114,,,ptf,76,CAUX VALLEE DE SEINE,,,,,,1078.31621374435
200011773,CA ANNEMASSE LES VOIRONS AGGLOMERATION,CA,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5ca4bacb634f4118ab6dea0f/,1,5ca4bacb634f4118ab6dea0f,,88276,,,datagouv,74,ANNEMASSE LES VOIRONS,,,,,,1348.9395745408
200030385,CA DE BLOIS,CA,CVL-24,https://data.blois.agglopolys.fr/pages/accueil/,12,,,,,108871,,,ptf,41,BLOIS,26.8,176,,19160,8.4,699.58651395336
200033025,CA BAR LE DUC SUD MEUSE,CA,GES-44,,,https://www.data.gouv.fr/fr/organizations/56b8a4ffc751df02a29f9deb,57,56b8a4ffc751df02a29f9deb,,35851,,,datagouv,55,BAR LE DUC SUD MEUSE,23.3,178,,21210,5,1074.16768679771
200033116,CC CLUSES ARVE ET MONTAGNE,CC,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5f5e6cf238617ce5be60d259/,1,5f5e6cf238617ce5be60d259,,44810,,,datagouv,74,CLUSES ARVE ET MONTAGNE,15.2,472,200000172,23000,4.6,572.684125965107
200034700,CA DURANCE LUBERON VERDON,CA,PAC-93,https://trouver.datasud.fr/organization/communaute-dagglomeration-durance-luberon-verdon,6,https://www.data.gouv.fr/es/organizations/5911d508c751df168e15a89f/,2,5911d508c751df168e15a89f,,61520,,,ptf+datagouv,4,DURANCE LUBERON VERDON,24.2,748,200054807,21200,8.8,830.403478412367
200034718,CC VITRY CHAMPAGNE ET DER,CC,GES-44,,,https://www.data.gouv.fr/fr/organizations/5a32371888ee387affdaa88d/,1,5a32371888ee387affdaa88d,,25510,,,datagouv,51,VITRY CHAMPAGNE ET DER,22.4,163,,19640,3.5,959.759956802615
200034825,CA GRAND GUERET,CA,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/5cc0c79b8b4c414c13d12d0a/,1,5cc0c79b8b4c414c13d12d0a,,29213,,,datagouv,23,GRAND GUERET,23.9,176,,21080,5.1,899.674001053082
200034957,CC DU FRONTONNAIS,CC,OCC-76,,,https://www.data.gouv.fr/fr/organizations/583ef3d9c751df6abcc0bb7e,1,583ef3d9c751df6abcc0bb7e,,25885,,,datagouv,31,FRONTONNAIS,14.5,357,243100518,23990,9.5,575.127327582931
200035319,CA VAR ESTEREL MEDITERRANEE,CA,PAC-93,https://trouver.datasud.fr/organization/communaute-dagglomeration-var-esterel-mediterranee,5,https://www.data.gouv.fr/fr/organizations/5f57789537198fbe468ac537/,6,5f57789537198fbe468ac537,,111657,,,ptf,83,VAR ESTEREL MEDITERRANEE,,,,,,942.495389677655
200035731,CA ROANNAIS AGGLOMERATION,CA,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5ae0518e88ee3874bffdf173/,2,5ae0518e88ee3874bffdf173,,100458,,,datagouv,42,ROANNAIS,25.9,1043,200046977,20570,4.9,823.388644147789
200039204,CC DE LACQ-ORTHEZ,CC,NAQ-75,https://opendata.cc-lacqorthez.fr/explore/?sort=modified&refine.publisher=CCLO,9,,,,CCLO,53388,,,ptf,64,LACQ-ORTHEZ,23.4,370,200067254,21400,4.6,972.48769581073
200039857,CA DU PAYS DE GRASSE,CA,PAC-93,https://opendata.sictiam.fr/fr/organization/ca-du-pays-de-grasse,1,https://www.data.gouv.fr/fr/organizations/5afae4b088ee3854d32fa3d9/,2,5afae4b088ee3854d32fa3d9,,101795,,,ptf+datagouv,6,PAYS DE GRASSE,,,,,,712.524647713821
200039915,CA CANNES PAYS DE LERINS,CA,PAC-93,,,https://www.data.gouv.fr/fr/organizations/5b3f6542c751df03439fad72/,1,5b3f6542c751df03439fad72,,158455,,,datagouv,6,CANNES PAYS DE LERINS,,,,,,912.508262867475
200041465,CC VAL'EYRIEUX,CC,ARA-84,https://opendata.ardeche.fr/search/og_group_ref/67/type/dataset?sort_by=changed,1,,,,,12909,,,ptf,7,VAL'EYRIEUX,28.8,98,,19810,4.1,775.833217911805
200041515,CC DU BASSIN DE PONT A MOUSSON,CC,GES-44,,,https://www.data.gouv.fr/fr/organizations/5c18eb5a634f41110ca05145/,1,5c18eb5a634f41110ca05145,,40753,,,datagouv,54,BASSIN DE PONT A MOUSSON,18.1,314,245400676,21410,5.2,496.905391357422
200041630,CA ARDENNE METROPOLE,CA,HDF-32,https://ardennemetropole.opendatasoft.com/explore/?sort=modified&refine.publisher=Ardenne+Métropole,10,,,,,123082,,,ptf,8,ARDENNE METROPOLE,20.9,875,200067213,19320,4.7,782.661329342261
200042174,CA LORIENT AGGLOMERATION,CA,BRE-53,,,https://www.data.gouv.fr/fr/organizations/55b8c85288ee3827203ca288,109,55b8c85288ee3827203ca288,,202194,,,datagouv,56,LORIENT,23.3,1772,243500139,21500,6.8,1044.65484833323
200043172,CA DU BASSIN DE BRIVE,CA,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/5c9e2c5d634f412729e9e460/,2,5c9e2c5d634f412729e9e460,,107831,,,datagouv,19,BASSIN DE BRIVE,24.9,922,248719312,21210,5.9,789.619524110643
200044618,CA DU DOUAISIS,CA,HDF-32,,,https://www.data.gouv.fr/fr/organizations/59ce086088ee3865cbc4328f/,2,59ce086088ee3865cbc4328f,,149248,,,datagouv,59,DOUAISIS,,,,,,693.407929771921
200056232,CA PARIS SACLAY,CA,IDF-11,https://opendata.paris-saclay.com/explore/?refine.publisher=Communaut%C3%A9+d%27agglom%C3%A9ration+Paris-Saclay,61,,,,Communauté d'agglomération Paris-Saclay,318308,,,ptf,91,PARIS SACLAY,15,5078,200054781,26460,21.5,469.61525465901
200057859,CA COEUR D'ESSONNE AGGLOMERATION,CA,IDF-11,,,https://www.data.gouv.fr/fr/organizations/5a5f18afc751df7bae61b648/,1,5a5f18afc751df7bae61b648,,196960,,,datagouv,91,COEUR D'ESSONNE,14.3,2656,200054781,23930,10.1,714.911624349678
200057958,PARIS VALLEE DE MARNE,CA,IDF-11,https://data-agglo-pvm.opendata.arcgis.com,6,https://www.data.gouv.fr/fr/organizations/communaute-dagglomeration-paris-vallee-de-la-marne/,6,5ba1142b8b4c4139be113bca,,227440,,,ptf,77,PARIS VALLEE DE MARNE,,,,,,613.964728733917
200059228,CA GRAND PARIS SUD SEINE ESSONNE SENART,CA,IDF-11,https://data.grandparissud.fr/explore/?refine.publisher=Grand+Paris+Sud,11,https://www.data.gouv.fr/fr/organizations/59133d14c751df2fa69bfb86/,14,59133d14c751df2fa69bfb86,Grand Paris Sud + Numérique @ Grand Paris Sud + sig@grand paris sud*,351608,,,ptf+datagouv,77,GRAND PARIS SUD SEINE ESSONNE SENART,11.1,5849,200054781,20850,8.9,1067.25330488127
200060010,MAUGES COMMUNAUTE,CA,PDL-52,https://data.paysdelaloire.fr/explore/?disjunctive.publisher&sort=modified&refine.gestionnaire=Mauges+Communauté+,8,,,,Mauges Communauté,121088,,,ptf,49,MAUGES COMMUNAUTE,,,,,,279.749854644597
200065886,CA LOIRE FOREZ AGGLOMERATION,CA,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5bed6ebf8b4c41329a5f7d1f/,67,5bed6ebf8b4c41329a5f7d1f,,108187,,,datagouv,42,LOIRE FOREZ,20.9,1087,244200770,21850,5.2,845.807576268766
200065894,CC FOREZ EST,CC,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5d1dba2d634f41226ef05b97/,3,5d1dba2d634f41226ef05b97,,63656,,,datagouv,42,FOREZ EST,22.2,541,244200770,21810,5,457.138960868491
200065928,CA LANNION TREGOR COMMUNAUTE,CA,BRE-53,http://datarmor.cotesdarmor.fr/web/guest/donnees,8,https://www.data.gouv.fr/fr/organizations/595254f888ee384d9d265130,9,595254f888ee384d9d265130,,99903,,,ptf+datagouv,22,LANNION TREGOR COMMUNAUTE,,,,,,1060.79053909187
200066009,CA MULHOUSE ALSACE AGGLOMERATION,CA,GES-44,https://data.mulhouse-alsace.fr/explore/?refine.publisher=Mulhouse+Alsace+Agglom%C3%A9ration,35,https://www.data.gouv.fr/fr/organizations/5be06c41634f4158c956b300/,125,5be06c41634f4158c956b300,Mulhouse Alsace Agglomération,272985,,,ptf+datagouv,68,MULHOUSE ALSACE,18.5,2997,246700488,21040,7.3,933.884030521683
200066058,CA SAINT LOUIS AGGLOMERATION,CA,GES-44,,,https://www.data.gouv.fr/fr/organizations/5a7c19f5c751df3e55b0c321,1,5a7c19f5c751df3e55b0c321,,75800,,,datagouv,68,SAINT LOUIS,17.2,671,200066009,29800,10.4,701.620210886829
200066124,CA GAILLAC GRAULHET,CA,OCC-76,,,https://www.data.gouv.fr/fr/organizations/5ee28a82a4726888290c20c4/,8,5ee28a82a4726888290c20c4,,73228,,,datagouv,81,GAILLAC GRAULHET,23.1,898,248100737,20330,7,885.879630796758
200066355,CA SETE AGGLOPOLE MEDITERRANEE,CA,OCC-76,http://opendata.agglopole.fr,25,https://www.data.gouv.fr/fr/organizations/5d1cacb18b4c416d9490f4a2/,1,5d1cacb18b4c416d9490f4a2,,124469,,,ptf+datagouv,34,SETE AGGLOPOLE MEDITERRANEE,25.9,1596,243400017,19970,6.4,1048.84069204317
200066371,CC CAUSSES ET VALLEE DE LA DORDOGNE,CC,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/5bb5cf6f634f413b3b296999/,2,5bb5cf6f634f413b3b296999,,45518,,,datagouv,46,CAUSSES ET VALLEE DE LA DORDOGNE,29.5,430,,20570,5.3,644.45971551193
200066637,CC HAUTES TERRES COMMUNAUTE,CC,ARA-84,http://opendata.auvergnerhonealpes.eu/7-les-donnees.htm?facet.provider[]=Communaut%C3%A9%20de%20Communes%20du%20C%C3%A9zallier&from=0,6,,,,,11617,,,ptf,15,HAUTES TERRES,31.2,59,,19740,3.7,744.192872180451
200066876,CA DE CHALONS EN CHAMPAGNE,CA,GES-44,,,https://www.data.gouv.fr/fr/organizations/5badf1f68b4c412c38533e4e/,15,5badf1f68b4c412c38533e4e,,80565,,,datagouv,51,CHALONS EN CHAMPAGNE,18.7,594,200067213,20970,5.7,827.99606457549
200067064,DECAZEVILLE COMMUNAUTE,CC,OCC-76,,,https://www.data.gouv.fr/fr/organizations/5e2067046f444136d7dd0c1e/,1,5e2067046f444136d7dd0c1e,,19443,,,datagouv,12,DECAZEVILLE,31.8,129,,19300,2.6,909.764294993096
200067114,CA DE L'AUXERROIS,CA,BFC-27,https://trouver.ternum-bfc.fr/organization/communaute-dagglomeration-de-lauxerrois,1,https://www.data.gouv.fr/fr/organizations/5bec4aea8b4c416395a5e99e/,1,5bec4aea8b4c416395a5e99e,,68187,,,ptf+datagouv,89,L'AUXERROIS,22.8,605,242100410,21230,6.9,657.775237948603
200067205,CA DU COTENTIN,CA,NOR-28,https://www.opendata-manche.fr/web/guest/donnees,27,,,,,180794,,,ptf,50,COTENTIN,20.7,1087,200065597,21670,5.9,714.249696255902
200067254,CA PAU BEARN PYRENEES,CA,NAQ-75,https://opendata.agglo-pau.fr/catal2.html,37,,,,,161891,,,ptf,64,PAU BEARN PYRENEES,22.2,1960,200067296,22010,12.9,975.135127554853
200067437,CA PROVENCE ALPES AGGLOMERATION,CA,PAC-93,https://trouver.datasud.fr/organization/provence-alpes-agglomeration,3,,,,,47270,,,ptf,4,PROVENCE ALPES,,,,,,705.708595738596
200067460,LOUDEAC COMMUNAUTE,CC,BRE-53,http://datarmor.cotesdarmor.fr/donnees,2,,,,,51288,,,ptf,22,LOUDEAC,,,,,,677.117754065233
200067791,CA PAYS FOIX VARILHES,CA,OCC-76,,,https://www.data.gouv.fr/fr/organizations/5bd9cd77634f413406c077fd/,1,5bd9cd77634f413406c077fd,,31840,,,datagouv,9,PAYS FOIX VARILHES,22.9,329,200066231,21280,7.2,749.940743255532
200067825,CA GAP TALLARD DURANCE,CA,PAC-93,https://trouver.datasud.fr/organization/communaute-dagglomeration-de-gap-tallard-durance,1,,,,,50025,,,ptf,5,GAP TALLARD DURANCE,22.1,536,200054807,21370,8.2,407.867335522548
200067874,CA DE HAGUENAU,CA,GES-44,,,https://www.data.gouv.fr/fr/organizations/5c0f8dfa634f4122be181e6a/,1,5c0f8dfa634f4122be181e6a,,95739,,,datagouv,67,HAGUENAU,18.1,818,246700488,22960,5.5,1046.58569359905
200068120,CA QUIMPER BRETAGNE OCCIDENTALE,CA,BRE-53,,,https://www.data.gouv.fr/fr/organizations/5a82e90b88ee387c99662abb/,7,5a82e90b88ee387c99662abb,,100412,,,datagouv,29,QUIMPER BRETAGNE OCCIDENTALE,19.6,938,242900314,21570,8.5,960.615622691922
200068377,CC PORTE DES VOSGES MERIDIONALES,CC,GES-44,,,https://www.data.gouv.fr/fr/organizations/5d78beaf8b4c413699601db9/,2,5d78beaf8b4c413699601db9,,29826,,,datagouv,88,PORTE DES VOSGES MERIDIONALES,24.9,235,200071157,20130,4.6,218.813996538663
200068815,CC COEUR DE GARONNE,CC,OCC-76,https://data.laregion.fr/explore/?disjunctive.publisher&sort=modified&refine.publisher=Communaut%C3%A9+de+Communes+Coeur+de+Garonne,1,,,,Communauté de Communes Coeur de Garonne,34626,,,ptf,31,COEUR DE GARONNE,19.6,391,243100518,21620,6,750.064544271202
200068989,CA DINAN AGGLOMERATION,CA,BRE-53,http://datarmor.cotesdarmor.fr/web/guest/donnees,9,,,,,96891,,,ptf,22,DINAN,25.1,735,243500139,21460,5.4,670.38053703871
200069052,CA GRAND BELFORT,CA,BFC-27,https://belfort-cab.opendata.arcgis.com/search,40,https://www.data.gouv.fr/fr/organizations/5afd7ce888ee387d9f4e136f/,46,5afd7ce888ee387d9f4e136f,,105390,,,ptf+datagouv,90,GRAND BELFORT,18.7,1076,200065647,21420,10.3,850.215057848932
200069086,CC LEFF ARMOR,CC,BRE-53,http://datarmor.cotesdarmor.fr/web/guest/donnees,5,,,,,31199,,,ptf,22,LEFF ARMOR,22.8,174,200069409,20960,3.8,771.998927475418
