nom,nom_minimise,SIREN,code_region,code_departement
Bordeaux Métropole,MET BORDEAUX METROPOLE,243300316,75,33
Boucle Nord de Seine,BOUCLE NORD DE SEINE,200057990,11,92
Brest Métropole,MET BREST METROPOLE,242900314,53,29
CA Alès Agglomération,CA ALES AGGLOMERATION,200066918,76,30
CA Amiens Métropole,CA AMIENS METROPOLE,248000531,32,80
CA Annemasse-les Voirons-Agglomération,CA ANNEMASSE-LES VOIRONS-AGGLOMERATION,200011773,84,74
CA Annonay Rhône Agglo,CA ANNONAY RHONE AGGLO,200072015,84,07
CA Arche Agglo,CA ARCHE AGGLO,200073096,84,"07,26"
CA Ardenne Métropole,CA ARDENNE METROPOLE,200041630,44,08
CA Arlysère,CA ARLYSERE,200068997,84,73
CA Bassin d'Arcachon Sud-Pôle Atlantique (COBAS),CA COBAS POLE ATLANTIQUE,243300563,75,33
"CA Beaune,Côte et Sud - Communauté Beaune-Chagny-Nolay",CA BEAUNE COTE ET SUD,200006682,27,"21,71"
CA Bergeracoise,COMMUNAUTE D AGGLOMERATION BERGERACOISE,200070647,75,24
CA Bourges Plus,CA BOURGES PLUS,241800507,24,18
CA Cannes Pays de Lérins,CA DES PAYS DE LERINS,200039915,93,06
CA Cap Excellence,CA CAP EXCELLENCE,200018653,01,971
CA Carcassonne Agglo,CA CARCASSONNE AGGLO,200035715,76,11
CA Caux Seine Agglo,CA CAUX SEINE AGGLO,200010700,28,76
CA Chartres Métropole,CA CHARTRES METROPOLE,200033181,24,28
CA Châteauroux Métropole,CA CHATEAUROUX METROPOLE,243600327,24,36
CA Chauny-Tergnier-La Fère,CA CHAUNY TERGNIER LA FERE,200071785,32,02
CA CIVIS (Communauté Intercommunale des VIlles Solidaires),CA DES VILLES SOLIDAIRES,249740077,04,974
CA Clisson Sèvre et Maine Agglo,CA CLISSON SEVRE ET MAINE AGGLO (CSMA),200067635,52,44
CA Cœur d'Essonne Agglomération,CA COEUR D'ESSONNE AGGLOMERATION,200057859,11,91
CA Colmar Agglomération,CA COLMAR AGGLOMERATION,246800726,44,68
CA Communauté Paris-Saclay,CA COMMUNAUTE PARIS-SACLAY,200056232,11,91
CA Concarneau Cornouaille Agglomération,CA CONCARNEAU CORNOUAILLE,242900769,53,29
CA Coulommiers Pays de Brie,CA COULOMMIERS PAYS DE BRIE - CA CPB,200090504,11,77
CA Creil Sud Oise,CA AGGLOMERATION CREIL SUD OISE,200068047,32,60
CA d'Agen,AGGLOMERATION D'AGEN,200035459,75,47
CA d'Arles-Crau-Camargue-Montagnette,CA ARLES CRAU CAMARGUE MONTAGNETTE,241300417,93,13
CA d'Épinal,CA EPINAL,200068757,44,88
CA d'Hénin-Carvin,CA HENIN CARVIN,246200299,32,62
CA de Bar-le-Duc - Sud Meuse,CA BAR-LE-DUC-SUD MEUSE,200033025,44,55
CA de Bastia,CA DE BASTIA,242000354,94,2B
"CA de Béthune-Bruay,Artois-Lys Romane",CA BETHUNE-BRUAY ARTOIS-LYS ROMANE,200072460,32,62
CA de Béziers-Méditerranée,CA BEZIERS MEDITERRANEE,243400769,76,34
CA de Blois Agglopolys,CA BLOIS AGGLOPOLYS,200030385,24,41
CA de Cambrai,CA CAMBRAI 2017,200068500,32,59
CA de Castres Mazamet,CA CASTRES-MAZAMET (CACM),248100430,76,81
CA de Cergy-Pontoise,CA CERGY-PONTOISE,249500109,11,"78,95"
CA de Châlons-en-Champagne,CA CHALONS-EN-CHAMPAGNE,200066876,44,51
CA de Chaumont,CA DE CHAUMONT,200068658,44,52
CA de Forbach Porte de France,CA FORBACH PORTE DE FRANCE,245700372,44,57
CA de Haguenau,CA HAGUENAU,200067874,44,67
CA de l'Albigeois (C2A),CA ALBIGEOIS C2A,248100737,76,81
CA de l'Auxerrois,CA AUXERROIS,200067114,27,89
CA de l'Espace Sud de la Martinique,CA ESPACE SUD MARTINIQUE,249720053,02,972
CA de l'Ouest Rhodanien,CA OUEST RHODANIEN - CAOR,200040566,84,69
CA de la Baie de Somme,CA BAIE DE SOMME,200070993,32,80
CA de la Porte du Hainaut,CA DE LA PORTE DU HAINAUT,200042190,32,59
CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),CA CAP ATLANTIQUE,244400610,"52,53","44,56"
CA de la Provence Verte,CA PROVENCE VERTE,200068104,93,83
CA de la Région de Château-Thierry,CA REGION CHATEAU-THIERRY,200072031,32,02
CA de la Région de Compiègne et de la Basse Automne,CA REGION COMPIEGNE ET BASSE AUTOMNE,200067965,32,60
CA de la Région Dieppoise,CA REGION DIEPPOISE  - CARD,247600786,28,76
CA de la Région Nazairienne et de l'Estuaire (CARENE),CA REGION NAZAIRIENNE (CARENE),244400644,52,44
CA de la Riviera Française,CA DE LA RIVIERA FRANCAISE,240600551,93,06
CA de la Rochelle,CA LA ROCHELLE,241700434,75,17
CA de Lamballe Terre et Mer,CA LAMBALLE TERRE ET MER,200069391,53,22
CA de Laval Agglomération,CA LAVAL AGGLOMERATION,200083392,52,53
CA de Lens - Liévin,CA LENS LIEVIN,246200364,32,62
CA de Longwy,CA DE LONGWY,245400262,44,54
CA de Nevers,CA  AGGLOMERATION URBAINE NEVERS,245804406,27,58
CA de Nîmes Métropole,CA NIMES METROPOLE BP,243000643,76,30
CA de Saint-Dié-des-Vosges,CA SDDV,200071066,44,"54,88"
CA de Saint-Dizier Der et Blaise,CA DE SAINT-DIZIER DER ET BLAISE,200068666,44,"51,52"
CA de Saint-Quentin-en-Yvelines,CA SAINT-QUENTIN-EN-YVELINES,200058782,11,78
CA de Saintes,CA SAINTES,200036473,75,17
CA de Sophia Antipolis,CA SOPHIA ANTIPOLIS,240600585,93,06
CA de Vesoul,CA VESOUL,247000011,27,70
CA Dembeni-Mamoudzou,CA DE DEMBENI-MAMOUDZOU,200060457,06,976
CA des Deux Baies en Montreuillois,CA DES DEUX BAIES EN MONTREUILLOIS,200069029,32,62
CA Dinan Agglomération,CA DINAN AGGLOMERATION,200068989,53,22
CA Dracénie Provence Verdon Agglomération,CA DRACENIE PROVENCE VERDON,248300493,93,83
CA du Bassin d'Arcachon Nord,CA COBAN,243301504,75,33
CA du Bassin d'Aurillac,CA BASSIN D'AURILLAC (CABA),241500230,84,15
CA du Bassin de Bourg-en-Bresse,CA BASSIN DE BOURG EN BRESSE,200071751,84,01
CA du Bassin de Brive,CA BASSIN BRIVE,200043172,75,19
CA du Beauvaisis,CA BEAUVAISIS,200067999,32,60
CA du Bocage Bressuirais,CA DU BOCAGE BRESSUIRAIS (CA2B),200040244,75,79
CA du Boulonnais,CA DU BOULONNAIS,246200729,32,62
CA du Caudrésis et du Catésis,CA DU CAUDRESIS ET DU CATESIS,200030633,32,59
CA du Centre de la Martinique,CA CENTRE MARTINIQUE,249720061,02,972
CA du Centre Littoral,CA CENTRE LITTORAL (CACL),249730045,03,973
CA du Choletais,CA AGGLOMERATION DU CHOLETAIS,200071678,52,49
CA du Cotentin,CA DU COTENTIN,200067205,28,50
CA du Douaisis Agglo,DOUAISIS AGGLO,200044618,32,59
CA du Gard Rhodanien,CA GARD RHODANIEN,200034692,76,30
CA du Grand Angoulême,CA GRAND ANGOULEME,200071827,75,16
CA du Grand Annecy,CA GRAND ANNECY,200066793,84,74
CA du Grand Avignon (COGA),CA DU GRAND AVIGNON,248400251,"76,93","30,84"
CA du Grand Cahors,CA DU GRAND CAHORS,200023737,76,46
CA du Grand Chambéry,CA GRAND CHAMBERY,200069110,84,73
CA du Grand Cognac,CA GRAND COGNAC,200070514,75,16
CA du Grand Dax,CA DU GRAND DAX,244000675,75,40
CA du Grand Dole,CA DU GRAND DOLE,200010650,27,39
CA du Grand Guéret,CA GRAND GUERET(CAGG),200034825,75,23
CA du Grand Sénonais,CA DU GRAND SENONAIS,248900334,27,89
CA du Grand Verdun,CA DU GRAND VERDUN,200049187,44,55
CA du Grand Villeneuvois,CA GRAND VILLENEUVOIS,200023307,75,47
CA du Libournais,CA DU LIBOURNAIS,200070092,75,33
CA du Niortais,CA DU NIORTAIS (CAN),200041317,75,79
CA du Nord Basse-Terre,CA DU NORD DE LA BASSE TERRE,249710062,01,971
CA du Nord Grande Terre,CA DU NORD GRANDE TERRE,200044691,01,971
CA du Pays Ajaccien,CA PAYS AJACCIEN,242010056,94,2A
CA du Pays Basque,CA PAYS BASQUE,200067106,75,64
CA du Pays de Dreux,CA PAYS DE DREUX,200040277,"24,28","27,28"
CA du Pays de Fontainebleau,CA DU PAYS DE FONTAINEBLEAU,200072346,11,77
CA du Pays de Gex,PAYS DE GEX AGGLO,240100750,84,01
CA du Pays de Grasse,CA PAYS DE GRASSE,200039857,93,06
CA du Pays de l'Or,CA DU PAYS DE L OR,243400470,76,34
CA du Pays de Laon,CA PAYS DE LAON,200043495,32,02
CA du Pays de Meaux,COMMUNAUTE AGGLO DU PAYS DE MEAUX,200072130,11,77
CA du Pays de Saint-Omer,CA DU PAYS DE SAINT-OMER,200069037,32,62
CA du Pays de Saint Malo Agglomération,CA SAINT MALO AGGLOMERATION,243500782,53,35
CA du Pays Nord Martinique,CA DU PAYS NORD MARTINIQUE,200041788,02,972
CA du Pays Voironnais,CA PAYS VOIRONNAIS/CAPV,243800984,84,38
CA du Puy-en-Velay,CA PUY EN VELAY CAPEV,200073419,84,43
CA du Saint-Quentinois,CA DU SAINT-QUENTINOIS,200071892,32,02
CA du Sicoval,CA DU SICOVAL,243100633,76,31
CA du Sud,CA SUD,249740085,04,974
CA du Val de Fensch,CA VAL DE FENSCH,245701222,44,57
CA Durance-Lubéron-Verdon Agglomération,CA DURANCE LUBERON VERDON AGGLOMERATION,200034700,93,"04,83"
CA ECLA  (Espace Communautaire Lons Agglomération),CA ECLA 2,200071116,27,39
"CA Épernay,Coteaux et Plaine de Champagne",CA EPERNAY-COTEAUX ET PLAINE DE CHAMPAGN,200067684,44,51
CA Étampois Sud-Essonne (CCESE),CA ETAMPOIS SUD ESSONNE,200017846,11,91
CA Evreux Portes de Normandie,CA EVREUX PORTES DE NORMANDIE,200071454,28,27
CA Fécamp Caux Littoral Agglomération,CA FECAMP CAUX LITTORAL AGGLOMERATION,200069821,28,76
CA Flers Agglo,CA FLERS-AGGLO,200035814,28,61
CA Fougères Agglomération,CA FOUGERES AGGLOMERATION,200072452,53,35
CA Gaillac-Graulhet,CA GAILLAC-GRAULHET,200066124,76,81
CA Gap-Tallard-Durance,CA GAP TALLARD DURANCE,200067825,93,"04,05"
CA Golfe du Morbihan - Vannes Agglomération,CA GOLFE DU MORBIHAN VANNES AGGLO,200067932,53,56
CA Grand Auch Cœur de Gascogne,C A  GRAND AUCH COEUR DE GASCOGNE,200066926,76,32
CA Grand Belfort,CA GRAND BELFORT COMMUNAUTE D'AGGLO,200069052,27,90
CA Grand Calais Terres et Mers,CA DU CALAISIS,200090751,32,62
CA Grand Châtellerault,CA DU GRAND CHATELLERAULT,248600413,75,86
CA Grand Lac,GRAND LAC-CA DU LAC DU BOURGET,200068674,84,73
CA Grand Montauban,CA GRAND MONTAUBAN,248200099,76,82
CA Grand Paris Sud Seine Essonne Sénart,CA GRD PARIS SUD SEINE ESS SEN,200059228,11,"77,91"
CA Grand Sud Caraïbe,CA GRAND SUD CARAIBES,249710070,01,971
CA GrandSoissons Agglomération,GRANDSOISSONS AGGLOMERATION,240200477,32,02
CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,CA GUINGAMP PAIMPOL ARMOR ARGOAT AGGLOME,200067981,53,22
CA Haut - Bugey Agglomération,HAUT BUGEY AGGLOMERATION,200042935,84,01
CA Hérault-Méditerranée,CA HERAULT MEDITERRANEE,243400819,76,34
CA Intercommunale de la Réunion Est (CIREST),CA CIREST,249740093,04,974
CA Intercommunale du Nord de la Réunion (CINOR),CA  CINOR,249740119,04,974
CA La Riviera du Levant,CA LA RIVIERA DU LEVANT,200041507,01,971
CA La Roche-sur-Yon Agglomération,LA ROCHE-SUR-YON AGGLOMERATION,248500589,52,85
CA Lannion-Trégor Communauté,CA LANNION-TREGOR COMMUNAUTE (2017),200065928,53,22
CA Le Grand Chalon,CA LE GRAND CHALON,247100589,27,71
CA Le Grand Narbonne,CA LE GRAND NARBONNE,241100593,76,11
CA Le Grand Périgueux,CA LE GRAND PERIGUEUX,200040392,75,24
CA Le Muretain Agglo,CA MURETAIN AGGLO,200068641,76,31
CA Les Sables d'Olonne Agglomération,CA LES SABLES-D'OLONNE AGGLO,200071165,52,85
CA Lisieux Normandie,CA LISIEUX NORMANDIE,200069532,28,14
CA Loire Forez Agglomération,LOIRE FOREZ AGGLOMERATION,200065886,84,42
CA Lorient Agglomération,CA LORIENT AGGLOMERATION,200042174,53,56
CA Luberon Monts de Vaucluse,CA LUBERON MONTS DE VAUCLUSE,200040442,93,84
CA Mâconnais Beaujolais Agglomération,CA MACONNAIS BEAUJOLAIS AGGLOMERATION,200070308,"27,84","01,71"
CA Marne et Gondoire,CA DE MARNE-ET-GONDOIRE,247700594,11,77
CA Maubeuge Val de Sambre,CA MAUBEUGE VAL DE SAMBRE,200043396,32,59
CA Mauges Communauté,CA MAUGES COMMUNAUTE,200060010,52,49
CA Melun Val de Seine,CA MELUN VAL DE SEINE (CAMVS),247700057,11,77
CA Mont-de-Marsan Agglomération,CA MONT DE MARSAN AGGLOMERATION,244000808,75,40
CA Mont-Saint-Michel-Normandie,CA MONT-SAINT-MICHEL-NORMANDIE,200069425,28,50
CA Montargoise et Rives du Loing (A.M.E.),CA MONTARGOISE ET RIVES LOING,244500203,24,45
CA Montélimar Agglomération,CA MONTELIMAR AGGLOMERATION,200040459,84,26
CA Montluçon Communauté,CA MONTLUCON COMMUNAUTE,200071082,84,03
CA Morlaix Communauté,CA MORLAIX COMMUNAUTE,242900835,53,29
CA Moulins Communauté,CA MOULINS COMMUNAUTE,200071140,"27,84","03,58"
CA Mulhouse Alsace Agglomération,CA MULHOUSE ALSACE AGGLO M2A,200066009,44,68
CA Paris - Vallée de la Marne,CA PARIS VALLEE DE LA MARNE,200057958,11,77
CA Pau Béarn Pyrénées,CA PAU BEARN PYRENEES,200067254,75,64
CA Pays d'Issoire,CA AGGLO PAYS D ISSOIRE,200070407,84,63
CA Pays de Montbéliard Agglomération,CA PAYS DE MONTBELIARD,200065647,27,25
CA Pays Foix-Varilhes,CA PAYS FOIX - VARILHES,200067791,76,09
CA Plaine Vallée,CA PLAINE VALLEE,200056380,11,95
CA Pornic Agglo Pays de Retz,CA PORNIC AGGLO PAYS DE RETZ (CA PAPR),200067346,52,44
CA Porte de l'Isère (C.A.P.I),CA PORTE DE L'ISERE/CAPI,243800604,84,38
CA Portes de France-Thionville,CA PORTES DE FRANCE,245701362,44,57
CA Privas Centre Ardèche,CA PRIVAS CENTRE ARDECHE,200071413,84,07
CA Provence-Alpes-Agglomération,CA PROVENCE-ALPES-AGGLOMERATION,200067437,93,04
CA Quimper Bretagne Occidentale,CA QUIMPER BRETAGNE OCCIDENTALE,200068120,53,29
CA Quimperlé Communauté,CA DU PAYS QUIMPERLE,242900694,53,29
CA Rambouillet Territoires,CA RAMBOUILLET TERRITOIRES,200073344,11,78
CA Redon Agglomération,REDON AGGLOMERATION,243500741,"52,53","35,44,56"
CA Riom Limagne et Volcans,CA RIOM LIMAGNE ET VOLCANS,200070753,84,63
CA Roannais Agglomération,CA ROANNAIS AGGLOMERATION,200035731,84,42
CA Rochefort Océan,CA ROCHEFORT OCEAN,200041762,75,17
CA Rodez Agglomération,CA RODEZ AGGLOMERATION,241200187,76,12
CA Roissy Pays de France,CA ROISSY PAYS DE FRANCE,200055655,11,"77,95"
CA Royan Atlantique,CA ROYAN ATLANTIQUE,241700640,75,17
CA Saint-Avold Synergie,CA SAINT-AVOLD SYNERGIE,200067502,44,57
CA Saint-Brieuc Armor Agglomération,CA SAINT BRIEUC ARMOR AGGLOMERATION SBAA,200069409,53,22
CA Saint-Germain Boucles de Seine,CA ST GERMAIN BOUCLES DE SEINE,200058519,11,"78,95"
CA Saint-Lô Agglo,CA SAINT-LO AGGLO,200066389,28,50
CA Saint-Louis Agglomération,CA SAINT-LOUIS AGGLOMERATION,200066058,44,68
CA Sarreguemines Confluences,CA SARREGUEMINES CONFLUENCES,200070746,44,"57,67"
CA Saumur Val de Loire,CA SAUMUR VAL DE LOIRE,200071876,52,49
CA Seine-Eure,CA SEINE EURE - EX,200089456,28,27
CA Seine-Eure,CC EURE-MADRIE-SEINE,200089456,28,27
CA Seine Normandie Agglomération,CA SEINE NORMANDIE AGGLOMERATION,200072312,28,27
CA Sète Agglopôle Méditerranée,CA SETE AGGLO MEDITERRANEE,200066355,76,34
CA Sud Sainte-Baume,CA SUD STE-BAUME,248300394,93,83
CA Tarbes-Lourdes-Pyrénées,CA TARBES-LOURDES-PYRENNEES,200069300,76,65
CA Terre de Provence,CA TERRE DE PROVENCE,200035087,93,13
CA Territoire de la Côte Ouest (TCO),CA TERRITOIRE DE LA COTE OUEST,249740101,04,974
CA Territoires Vendômois,CA TERRITOIRES VENDOMOIS,200072072,24,41
CA Thonon Agglomération,CA THONON AGGLO,200067551,84,74
CA Troyes Champagne Métropole,CA TROYES CHAMPAGNE METROPOLE,200069250,44,10
CA Tulle Agglo,CA TULLE AGGLO,241927201,75,19
CA Val d'Europe Agglomération,CA VAL D'EUROPE AGGLOMERATION,247700339,11,77
CA Val d'Yerres Val de Seine,CA VAL D'YERRES VAL DE SEINE,200058477,11,91
CA Val de Garonne Agglomération,CA VAL DE GARONNE AGGLOMERATION(VGA),200030674,75,47
CA Val Parisis,CA VAL PARISIS,200058485,11,95
CA Valence Romans Agglo,CA VALENCE ROMANS AGGLO,200068781,84,26
CA Valenciennes Métropole,CA DE VALENCIENNES METROPOLE,245901160,32,59
CA Var Estérel Méditerranée (Cavem),CA VAR ESTEREL MEDITERRANEE,200035319,93,83
CA Ventoux-Comtat-Venaissin (COVE),CA VENTOUX COMTAT VENAISSIN COVE,248400053,93,84
CA Versailles Grand Parc (C.A.V.G.P.),CA VERSAILLES GRAND PARC,247800584,11,"78,91"
CA Vichy Communauté,CA VICHY COMMUNAUTE,200071363,84,03
CA Vienne Condrieu,CA VIENNE-CONDRIEU,200077014,84,"38,69"
CA Villefranche Beaujolais Saône,CA VILLEFRANCHE BEAUJOLAIS SAONE - CAVBS,200040590,84,"01,69"
CA Vitré Communauté,CA VITRE COMMUNAUTE,200039022,53,35
CC Adour Madiran,CC ADOUR MADIRAN,200072106,"75,76","64,65"
CC Agly Fenouillèdes,CC AGLY FENOUILLEDES,246600423,76,66
CC Airvaudais-Val du Thouet,CC AIRVAUDAIS-VAL DU THOUET CCAVT,200041416,75,79
CC Albret Communauté,CC ALBRET COMMUNAUTE,200068948,75,47
CC Alpes-Provence-Verdon - Sources de Lumière,CC ALPES PROVENCE VERDON SOURCES DE LUMI,200068625,93,04
CC Alpes d'Azur,CC ALPES D AZUR,200039931,93,06
CC Altitude 800,CC ALTITUDE 800 ESPACE LEVIER-VAL USIER,242504488,27,25
CC Ambert Livradois Forez,CC AMBERT LIVRADOIS FOREZ,200070761,84,63
CC Amognes Cœur du Nivernais,CC AMOGNES COEUR DU NIVERNAIS,200067908,27,58
CC Andaine - Passais,CC ANDAINE-PASSAIS,200068443,28,61
CC Anjou Bleu Communauté,CC ANJOU BLEU COMMUNAUTE,244900809,52,49
CC Anjou Loir et Sarthe,CC ANJOU LOIR ET SARTHE,200068955,52,49
"CC Arbois,Poligny,Salins,Cœur du Jura",CC ARBOIS POLIGNY SALINS COEUR DU JURA,200071595,27,39
CC Arc Sud Bretagne,CC ARC SUD BRETAGNE (CCASB),200027027,53,56
CC Ardèche des Sources et Volcans,CC ARDECHE DES SOURCES ET DES VOLCANS,200039824,84,07
CC Ardèche Rhône Coiron,CC ARDECHE RHONE COIRON,200071405,84,07
"CC Ardenne,Rives de Meuse",CC ARDENNES RIVES DE MEUSE,240800821,44,08
CC Ardennes Thiérache,CC ARDENNES THIERACHE,200041622,44,08
CC Argentan Intercom,CC ARGENTAN-INTERCOM,200068450,28,61
CC Argonne-Meuse,CC ARGONNE-MEUSE,200066116,44,55
CC Arize Lèze,CC ARIZE - LEZE,200066223,76,09
CC Armagnac Adour,CC ARMAGNAC ADOUR,200035632,76,32
CC Arnon Boischaut Cher,CC ARNON BOISCHAUT CHER,200027076,24,18
CC Artagnan de Fezensac,CC D ARTAGNAN  EN FEZENSAC,243200607,76,32
CC Arve et Salève,CC ARVE ET SALEVE,247400583,84,74
CC Astarac Arros en Gascogne,CC ASTARAC ARROS EN GASCOGNE,200035756,76,32
CC Aubrac Lot Causses Tarn,CC AUBRAC LOT CAUSSES TARN,200069268,76,48
"CC Aubrac,Carladez et Viadène",CC AUBRAC CARLADEZ ET VIADENE,200067171,76,12
CC Aunis Atlantique,CC AUNIS ATLANTIQUE,200041499,75,17
CC Aunis Sud,CC AUNIS SUD,200041614,75,17
CC Auray Quiberon Terre Atlantique,CC AQTA,200043123,53,56
CC Aure-Louron,CC AURE LOURON,246500573,76,65
CC Auxonne Pontailler Val de Saône,CC AUXONNE PONTAILLER VAL DE SAONE,200070902,27,21
CC Auzon Communauté,CC AUZON COMMUNAUTE,244301099,84,43
"CC Avallon,Vézelay,Morvan",CC AVALLONNAIS MORVAN VAUBAN VEZEL,200039758,27,89
CC Aveyron Bas Ségala Viaur,CC AVEYRON BAS SEGALA VIAUR,241200807,76,12
CC Avre Luce Noye,CC AVRE LUCE NOYE,200070969,32,80
CC Aygues-Ouvèze en Provence (CCAOP),CC AYGUES-OUVEZE EN PROVENCE (D'),248400160,93,84
CC Bassée-Montois,CC DU BASSEE MONTOIS,200040251,11,77
CC Bassin Auterivain Haut-Garonnais,CC BASSIN AUTERIVAIN HAUT GARONNAIS,200068807,76,31
CC Bastides de Lomagne,CC BASTIDES DE LOMAGNE,200034726,76,32
CC Bastides et Vallons du Gers,CC BASTIDES ET VALLONS DU GERS,243200508,76,32
CC Baugeois Vallée,CC BAUGEOIS VALLEE,244900882,52,49
CC Bazois Loire Morvan,CC BAZOIS LOIRE MORVAN,200067882,27,58
CC Beaucaire Terre d'Argence,CC TERRES D ARGENCE BEAUCAIRE,243000585,76,30
CC Beauce Val de Loire,CC BEAUCE VAL DE LOIRE,200055481,24,41
CC Beaujolais Pierres Dorées,CC BEAUJOLAIS PIERRES DOREES - CCBPD,200040574,84,69
CC Berg et Coiron,CC BERG ET COIRON,240700815,84,07
CC Berry-Loire-Vauvise,CC BERRY LOIRE VAUVISE,200032514,24,18
CC Berry Grand Sud,CC BERRY GRAND SUD,200049484,24,18
CC Berry Loire Puisaye,CC BERRY LOIRE PUISAYE,200068278,24,45
CC Bièvre Isère,CC BIEVRE ISERE,200059392,84,38
CC Billom Communauté,CC BILLOM COMMUNAUTE,200067627,84,63
CC Bouzonvillois-Trois Frontières,CC BOUZONVILLOIS-TROIS FRONTIERES,200067486,44,57
CC Brenne - Val de Creuse,CC BRENNE-VAL-DE-CREUSE,243600319,24,36
CC Bresse et Saône,CC BRESSE ET SAONE,200071371,84,01
CC Bresse Haute Seille,CC BRESSE HTE SEILLE,200069615,27,39
CC Bresse Louhannaise Intercom',CC BRESSE LOUHANNAISE INTERCOM,200071579,27,71
CC Bresse Nord Intercom,CC BRESSE NORD INTERCOM',247100647,27,71
CC Bresse Revermont 71,CC BRESSE REVERMONT 71,200042414,27,71
CC Bretagne porte de Loire Communauté,CC BRETAGNE PORTE DE LOIRE COMMUNAUTE,200070662,53,35
CC Bretagne Romantique,CC BRETAGNE ROMANTIQUE,243500733,53,35
CC Briance-Combade,CC BRIANCE-COMBADE,248719338,75,87
CC Briance Sud Haute Vienne,CC BRIANCE SUD HAUTE VIENNE,200040814,75,87
CC Brie des Rivières et Châteaux,CC BRIE DES RIVIERES ET CHATEAUX,200070779,11,77
CC Brie Nangissienne,CC LA BRIE NANGISSIENNE,247700701,11,77
CC Bruyères-Vallons des Vosges,CC BRUYERES-VALLONS VOSGES,200042000,44,88
CC Buëch-Dévoluy,CC BUECH DEVOLUY,200067445,93,05
CC Bugey Sud,CC BUGEY SUD,200040350,84,01
CC Cagire Garonne Salat,CC CAGIRE GARONNE SALAT,200073146,76,31
CC Campagne-de-Caux,CC CAMPAGNE DE CAUX,247600505,28,76
CC Canaux et Forêts en Gâtinais,CC CANAUX ET FORET EN GATINAIS,200067676,24,45
CC Cap Sizun - Pointe du Raz,CC CAP SIZUN-POINTE DU RAZ,242900629,53,29
CC Carmausin-Ségala,CC CARMAUSIN-SEGALA-3CS,200040905,76,81
CC Carnelle Pays-De-France,CC CARNELLE PAYS-DE-FRANCE,200073013,11,95
CC Castelnaudary Lauragais Audois,CC CASTELNAUDARY LAURAGAIS AUDOIS,200035855,76,11
CC Castillon/Pujols,CC CASTILLON/PUJOLS SUR DORDOGNE,243301454,75,"24,33"
CC Causses Aigoual Cévennes,CC CAUSSES AIGOUAL CEVENNES,200034601,76,30
CC Causses et Vallée de la Dordogne,CC CAUVALDOR 2,200066371,76,46
CC Caux - Austreberthe,CC CAUX AUSTREBERTHE,247600646,28,76
CC Cazals-Salviac,CC CAZALS-SALVIAC,200035327,76,46
CC Celavu-Prunelli,CC CELAVU -PRUNELLI,242000503,94,2A
CC Centre Morbihan Communauté,CC CENTRE MORBIHAN COMMUNAUTE,200067221,53,56
CC Centre Tarn,CC CENTRE TARN-3CT,200034049,76,81
CC Cère et Goul en Carladès,CC CERE ET GOUL EN CARLADES,241501089,84,15
"CC Chablis,Villages et Terroirs",CC CHABLIS VILLAGES TERROIRS,200067080,27,89
