nom,nom_minimise,SIREN,code_region,code_departement
CC Chabris - Pays de Bazelle,CC CHABRIS-PAYS-DE-BAZELLE,243600202,24,36
CC Challans-Gois Communauté,CC CHALLANS-GOIS-COMMUNAUTE,200071629,52,85
CC Chalosse Tursan,CC CHALOSSE TURSAN,200069649,75,40
CC Champagne Boischauts,CC CHAMPAGNE BOISCHAUTS,200068880,24,36
CC Champagnole Nozeroy Jura,CC CHAMPAGNOLE NOZEROY JURA,200069623,27,39
CC Champsaur-Valgaudemar,CC DU CHAMPSAUR VALGAUDEMAR,200068096,93,05
CC Charlieu-Belmont,CC CHARLIEU BELMONT COMMUNAUTE,200035202,84,42
CC Châteaubriant-Derval,CC CHATEAUBRIANT DERVAL,200072726,52,44
CC Chavanon Combrailles et Volcans,CC CHAVANON COMBRAILLES ET VOLCANS,200071215,84,63
"CC Chinon,Vienne et Loire",CC CHINON VIENNE ET LOIRE,200043081,24,37
CC Cingal-Suisse Normande,CC CINGAL-SUISSE NORMANDE,200066710,28,14
CC Cluses-Arve et Montagnes,CC CLUSES ARVE ET MONTAGNES (2CCAM),200033116,84,74
CC Cœur Côte Fleurie,CC COEUR COTE FLEURIE,241400415,28,14
CC Cœur d'Astarac en Gascogne,CC COEUR ASTARAC EN GASCOGNE,243200425,76,32
CC Cœur d'Ostrevent,CC COEUR D'OSTREVENT,245901152,32,59
CC Cœur d'Yvelines,CC COEUR D YVELINES,247800618,11,78
CC Cœur de Beauce,CC COEUR DE BEAUCE,200070159,24,28
CC Cœur de Berry,CC COEUR DE BERRY,200070571,24,18
CC Cœur de Brenne,CC COEUR DE BRENNE,243600343,24,36
CC Cœur de Charente,CC COEUR DE CHARENTE,200072023,75,16
CC Cœur de Chartreuse,CC COEUR DE CHARTREUSE,200040111,84,"38,73"
CC Cœur de France,CC COEUR DE FRANCE,200036135,24,18
CC Cœur de Garonne,CC COEUR DE GARONNE,200068815,76,31
CC Cœur de l'Avesnois,CC COEUR DE L AVESNOIS,200043263,32,59
CC Cœur de Loire,CC COEUR DE LOIRE,200067916,27,58
CC Cœur de Lozère,CC COEUR DE LOZERE,244800405,76,48
CC Cœur de Maurienne Arvan,CC COEUR DE MAURIENNE ARVAN,200070464,84,73
CC Cœur de Nacre,CC COEUR DE NACRE,241400860,28,14
CC Cœur de Saintonge,CC COEUR DE SAINTONGE,241700517,75,17
CC Cœur de Savoie,CC COEUR DE SAVOIE,200041010,84,73
CC Cœur de Sologne,CC COEUR DE SOLOGNE,200000800,24,41
CC Cœur de Tarentaise,CC COEUR DE TARENTAISE,200023299,84,73
CC Coeur du Pays Haut,CC COEUR DU PAYS HAUT,200070290,44,"54,55"
CC Cœur du Perche,CC COEUR-DU-PERCHE,200068435,28,61
CC Cœur du Var,CC COEUR DU VAR,248300550,93,83
CC Cœur et Coteaux du Comminges,CC COEUR ET COTEAUX COMMINGES,200072643,76,31
CC Cœur Haute Lande,CC COEUR HAUTE LANDE,200069656,75,40
CC Combrailles Sioule et Morge,CC COMBRAILLES SIOULE ET MORGE,200072098,84,63
CC Commentry Montmarault Néris Communauté,CC COMMENTRY MONTMARAULT NERIS COMMUNAUT,200071512,84,03
CC Communauté Bray-Eawy,CC COMMUNAUTE BRAY-EAWY,200070068,28,76
CC Communauté Lesneven Côte des Légendes,CC DU PAYS DE LESNEVEN COTE DES LEGENDES,242900793,53,29
CC Comtal Lot et Truyère,CC COMTAL LOT ET TRUYERE,200067478,76,12
CC Conflent-Canigó,CC CONFLENT-CANIGO,200049211,76,66
CC Conques-Marcillac,CC CONQUES-MARCILLAC,241200641,76,12
CC Convergence Garonne,CC CONVERGENCE GARONNE,200069581,75,33
CC Corbières Salanque Méditerranée,CC CORBIERES SALANQUE,200070365,76,"11,66"
CC Côte d'Émeraude,CC COTE D'EMERAUDE,243500725,53,"22,35"
CC Côte Landes Nature,CC COTE LANDES NATURE,244000857,75,40
CC Côte Ouest Centre Manche,CC COTE OUEST CENTRE MANCHE,200067031,28,50
CC Coteaux et Plaines du Pays Lafrançaisain,CC COTEAUX ET PLAINES PAYS LAFRANCAISAIN,200067122,76,82
CC Coteaux et Vallées des Luys,CC COTEAUX VALLEE DU LUYS,244000881,75,40
CC Côtes de Champagne et Val de Saulx,CC - COTES DE CHAMPAGNES ET VAL DE SAULX,200067379,44,51
CC Côtes de Meuse Woëvre,CC COTES MEUSE-WOEVRE,200034874,44,55
CC Couesnon Marches de Bretagne,CC COUESNON MARCHES DE BRETAGNE,200070688,53,35
CC Couserans-Pyrénées,CC COUSERANS-PYRENEES,200067940,76,09
CC Coutances Mer et Bocage,CC COUTANCES MER ET BOCAGE,200067023,28,50
CC Creuse Confluence,CC CREUSE CONFLUENCE,200067544,75,23
CC Creuse Grand Sud,CC CREUSE GRAND SUD (CCCGS),200044014,75,23
CC Creuse Sud Ouest,CC CREUSE SUD OUEST,200067189,75,23
CC d'Aire-sur-l'Adour,CC AIRE-SUR-ADOUR 3,200030435,"75,76","32,40"
"CC d'Arcis,Mailly,Ramerupt",CC ARCIS MAILLY RAMERUPT,200071777,44,10
CC d'Auberive Vingeanne et Montsaugeonnais,CC AUBERIVE VINGEANNE MONTSAUGEONNAIS,200027308,44,52
CC d'Entre Bièvre et Rhône,CC ENTRE BIEVRE ET RHONE,200085751,84,38
CC d'Erdre et Gesvres,CC ERDRE ET GESVRES (CCEG),244400503,52,44
CC de Bayeux Intercom,CC BAYEUX INTERCOM,241400555,28,14
CC de Belle-Île-en-Mer,CC BELLE ILE EN MER - CCBI,245600465,53,56
CC de Bièvre Est,CC BIEVRE EST/CCBE,243801073,84,38
CC de Blavet Bellevue Océan,CC BLAVET BELLEVUE OCEAN - CCBBO,245600440,53,56
CC de Blaye,CC CANTON DE BLAYE,200023794,75,33
CC de Bléré Val de Cher,CC BLERE VAL DE CHER,243700820,24,37
CC de Brioude Sud Auvergne,CC BRIOUDE SUD AUVERGNE,200085728,84,43
CC de Brocéliande,CC DE BROCELIANDE,243500618,53,35
CC de Calvi Balagne,CC DE CALVI BALAGNE,242020105,94,2B
CC de Cattenom et Environs,CC CATTENOM ET ENVIRONS,245700695,44,57
CC de Cèze Cévennes,CC DE CEZE CEVENNES,200035129,"76,84","07,30"
CC de Charente Limousine,CC - CHARENTE LIMOUSINE,200072049,75,16
CC de Commercy - Void - Vaucouleurs,CC COMMERCY-VOID-VAUCOULEURS,200066157,44,55
CC de Damvillers Spincourt,CC DAMVILLERS-SPINCOURT,200066173,44,55
CC de Desvres-Samer,CC DESVRES-SAMER,200018083,32,62
CC de Domme - Villefranche du Périgord,CC DOMME VILLEFRANCHE DU PERIGORD,200041440,75,24
CC de Fium'orbu Castellu,CC DE FIUM'ORBU CASTELLU,200033827,94,2B
CC de Flandre Intérieure,CC DE FLANDRE INTERIEURE,200040947,32,59
CC de Forez-Est,CC FOREZ EST,200065894,84,42
CC de Freyming-Merlebach,CC FREYMING-MERLEBACH,245700398,44,57
CC de Gâtine et Choisilles - Pays de Racan,CC GATINE ET CHOISILLES PAYS DE RACAN,200073237,24,37
CC de Gémozac et de la Saintonge Viticole,CDC GEMOZAC SAINTONGE VITICOLE,241700632,75,17
CC de Gevrey-Chambertin et de Nuits-Saint-Georges,CC GEVREY CHAMBERTIN NUITS ST GEORGES,200070894,27,21
CC de Grand Lieu,CC GRANDLIEU  (CCGL),244400438,52,44
"CC de Granville,Terre et Mer",CC GRANVILLE TERRE ET MER,200042604,28,50
CC de Hanau-La Petite Pierre,CC HANAU LA PETITE PIERRE CCHLPP,200067783,44,67
CC de Haute-Cornouaille,CC DE HAUTE CORNOUAILLE,242900561,53,29
CC de Haute-Tarentaise,CC HAUTE TARENTAISE,247300254,84,73
CC de l'Agglomération Migennoise,CC AGGLOMERATION MIGENNOISE,248900383,27,89
CC de l'Aillantais,CC DE L'AILLANTAIS,248900524,27,89
CC de l'Aire à l'Argonne,CC DE L'AIRE A L'ARGONNE,200066140,44,55
CC de l'Aire Cantilienne,CC AIRE CANTILIENNE,246000764,32,60
CC de l'Alsace Bossue,CC ALSACE BOSSUE  CCAB,200067841,44,67
CC de l'Alta Rocca,CC ALTA ROCCA,242000495,94,2A
CC de l'Arc Mosellan,CC ARC MOSELLAN,245701354,44,57
CC de l'Argonne Ardennaise,CC ARGONNE ARDENNAISE,240800920,44,08
CC de l'Argonne Champenoise,CC ARGONNE CHAMPENOISE,200042703,44,51
CC de l'Ernée,CC L'ERNEE,245300355,52,53
CC de l'Est de la Somme,CC EST DE LA SOMME,200070985,32,"02,80"
CC de l'Est Guyanais,CC EST GUYANAIS (CCEG),249730052,03,973
CC de l'Est Lyonnais (CCEL),CC EST LYONNAIS - CCEL,246900575,84,69
CC de l'Estuaire,CC DE L'ESTUAIRE,243300811,75,33
CC de l'Île-Rousse - Balagne,CC DE L'ILE ROUSSE BALAGNE,200073104,94,2B
CC de l'Île d'Oléron,CC ILE D'OLERON,241700624,75,17
CC de l'Île de Noirmoutier,CC DE L'ILE DE NOIRMOUTIER,248500191,52,85
CC de l'Île de Ré,CC ILE-DE-RE,241700459,75,17
CC de l'Oisans,CC DE L'OISANS,243800745,84,38
CC de l'Oise Picarde,CC OISE PICARDE,200068005,32,60
CC de l'Oriente,CC DE L ORIENTE,200015162,94,2B
CC de l'Orvin et de l'Ardusson,CC ORVIN ET ARDUSSON,241000488,44,10
CC de l'Ouest Guyanais,CC OUEST GUYANAIS,249730037,03,973
CC de l'Ouest Vosgien,CC OUEST VOSGIEN,200068559,44,"52,88"
CC de l'Oust à Brocéliande,CC DE L OUST A BROCELIANDE CCDOBC,200066785,53,56
CC de l'Outre-Forêt,CC OUTRE FORET,200040178,44,67
CC de la Baie du Cotentin,CC BAIE DU COTENTIN,200042729,28,50
CC de la Basse-Zorn,CC BASSE ZORN CCBZ,246700843,44,67
CC de la Beauce Loirétaine,CC BEAUCE LOIRETAINE,200035764,24,45
CC de la Brie Champenoise,CC DE LA BRIE CHAMPENOISE,245100888,44,51
CC de la Castagniccia-Casinca,CC DE LA CASTAGNICCIA CASINCA,200073252,94,2B
CC de la Champagne Conlinoise et du Pays de Sillé,CC CCPS,200072718,52,72
CC de la Champagne Picarde,CC CHAMPAGNE PICARDE,240200576,32,02
CC de la Châtaigneraie Cantalienne,CC CHATAIGNERAIE CANTALIENNE,200066678,84,15
CC de la Châtre et Sainte-Sévère,CC LA CHATRE SAINTE-SEVERE-SUR-INDRE,243600350,24,36
"CC de la Cléry,du Betz et de l'Ouanne",CC CLERY DU BETZ ET DE OUANNE,200067668,"24,27","45,89"
CC de la Costa Verde,CC DE LA COSTA VERDE,200034205,94,2B
CC de la Côte d'Albâtre,CC COTE D'ALBATRE,200069839,28,76
CC de la Côtière à Montluel,CC DE LA COTIERE A MONTLUEL,240100610,84,01
CC de la Dombes,CC DOMBES,200069193,84,01
CC de la Forêt,CC LA FORET NEUVILLE,244500484,24,45
CC de la Gascogne Toulousaine,CC GASCOGNE TOULOUSAINE,200023620,76,"31,32"
CC de la Grande Vallée de la Marne,CC DE LA GRANDE VALLEE DE LA MARNE,245100615,44,51
CC de la Haute-Bigorre,CC HAUTE-BIGORRE,246500482,76,65
CC de la Haute-Deûle,CC LA HAUTE DEULE,245901061,32,59
CC de la Haute-Saintonge,CC HAUTE SAINTONGE,200041523,75,17
CC de la Haute-Somme,CC HAUTE SOMME,200037059,32,80
CC de la Haute Ariège,CC DE LA HAUTE ARIEGE,200066363,76,09
CC de la Haute Comté,CC DE LA HAUTE COMTE,200041721,27,70
CC de la Haute Vallée de Chevreuse,CC HAUTE VALLEE DE CHEVREUSE,200033173,11,78
CC de la Lomagne Gersoise,CC LOMAGNE GERSOISE,243200391,76,32
CC de la Lomagne Tarn-et-Garonnaise,CC LOMAGNE TARN ET GARONNAISE,248200065,76,82
CC de la Marche Berrichonne,CC MARCHE BERRICHONNE,200007052,24,36
CC de la Matheysine,CC DE LA MATHEYSINE,200040657,84,38
CC de la Moivre à la Coole,CC DE LA MOIVRE A LA COOLE,200043438,44,51
CC de la Montagne d'Ardèche,CC DE LA MONTAGNE D'ARDECHE,200072007,84,07
CC de la Montagne Noire,CC DE LA MONTAGNE NOIRE,200042463,76,11
CC de la Mossig et du Vignoble,CC MOSSIG ET VIGNOBLE,200068864,44,67
CC de la Muse et des Raspes du Tarn,CC MUSE ET RASPES DU TARN,241200914,76,12
CC de la Picardie Verte,CC PICARDIE VERTE,246000848,32,60
CC de la Piève de l'Ornano et du Taravo,COMMUNAUTE COMMUNES PIEVE D'ORNANO,200038958,94,2A
CC de la Plaine d'Estrées,CC PLAINE D'ESTREES,246000897,32,60
CC de la Plaine de l'Ain,CC PLAINE DE L'AIN,240100883,84,01
CC de la Plaine Dijonnaise,CC PLAINE DIJONNAISE,200000925,27,21
CC de la Plaine du Nord Loiret,CC PLAINE DU NORD LOIRET,244500542,24,45
CC de la Plaine du Rhin,CC PLAINE RHIN,200041283,44,67
CC de la Plaine Jurassienne,CC PLAINE JURASSIENNE,243901089,27,39
CC de la Porte des Vosges Méridionales,CC PVM,200068377,44,88
CC de la Région d'Audruicq,CC REGION AUDRUICQ,246200844,32,62
CC de la Région de Bar-sur-Aube,CC BAR-SUR-AUBE,241000405,44,10
CC de la Région de Blain,CC BLAIN,244400453,52,44
CC de la Région de Guebwiller,CC REGION GUEBWILLER,246800569,44,68
CC de la Région de Levroux,CC LEVROUX,243600293,24,36
CC de la Région de Molsheim-Mutzig,CC MOLSHEIM MUTZIG   CCMM,246701064,44,67
CC de la Région de Rambervillers,CC RAMBERVILLERS,200005957,44,88
CC de la Région de Suippes,CC REGION DE SUIPPES,200042620,44,51
CC de la Save au Touch,CC DE LA SAVE AU TOUCH,243100781,76,31
CC de la Sologne des Étangs,CC SOLOGNE DES ETANGS,244100780,24,41
CC de la Sologne des Rivières,CC SOLOGNE DES RIVIERES,244100806,24,41
CC de la Station des Rousses-Haut Jura,CC STATION ROUSSES,243900354,27,39
CC de la Tenarèze,CC LA TENAREZE,243200417,76,32
CC de la Terre des Deux Caps,CC DE LA TERRE DES 2 CAPS,246200380,32,62
CC de la Thiérache du Centre,CC THIERACHE DU CENTRE,240200444,32,02
CC de la Vallée d'Ossau,CC DE LA VALLEE D OSSAU,246400337,75,64
CC de la Vallée de Chamonix-Mont-Blanc,CC DE LA VALLEE DE CHAMONIX-MONT-BLANC,200023372,84,74
CC de la Vallée de Kaysersberg,CC VALLEE KAYSERSBERG,246800551,44,68
CC de la Vallée de l'Homme,CC VALLEE DE L HOMME,200041168,75,24
CC de la Vallée de l'Oise et des Trois Forêts,CC VALLEE OISE TROIS FORETS,249500455,11,95
CC de la Vallée de la Bruche,CC VALLEE-BRUCHE CCVB,246700306,44,67
CC de la Vallée de la Doller et du Soultzbach,CC VALLEE DOLLER SOULTZBACH,246800676,44,68
CC de la Vallée de la Haute-Sarthe,CC VALLEE DE LA HAUTE SARTHE,200035103,28,61
CC de la Vallée de Munster,CC VALLEE MUNSTER,246800585,44,68
CC de la Vallée de Saint-Amarin,CC VALLEE SAINT AMARIN,246800205,44,68
CC de la Vallée de Villé,CC VALLEE DE VILLE     CCVV,246700777,44,67
CC de la Vallée du Gapeau,CC VALLEE DU GAPEAU,248300410,93,83
CC de la Vallée du Garon (CCVG),CC VALLEE DU GARON - CCVG,246900757,84,69
CC de la Vallée du Lot et du Vignoble,CC VALLEE LOT ET VIGNOBLE,244600433,76,46
CC de la Vallée Verte,CC DE LA VALLEE VERTE,247400047,84,74
CC de la Vanne et du Pays d'Othe,CC DE LA VANNE ET PAYS D'OTHE,248900664,27,89
CC de la Veyle,CC DE LA VEYLE,200070555,84,01
CC de Lacq-Orthez,CC LACQ-ORTHEZ,200039204,75,64
CC de Lévézou Pareloup,CC LEVEZOU PARELOUP,241200765,76,12
CC de Londinières,CC LONDINIERES,247600604,28,76
CC de Marana-Golo,CC DE MARANA GOLO,200036499,94,2B
CC de Marcigny,CC DE MARCIGNY,247100639,27,71
CC de Marie-Galante,CC MARIE GALANTE,249710047,01,971
CC de Millau Grands Causses,CC MILLAU GRANDS CAUSSES,241200567,76,"12,48"
CC de Mimizan,CC MIMIZAN,244000543,75,40
CC de Mirecourt Dompaire,CC MIRECOURT DOMPAIRE,200068369,44,88
CC de Miribel et du Plateau,CC MIRIBEL ET PLATEAU,240100800,84,01
CC de Montaigne Montravel et Gurson,CC MONTAIGNE MONTRAVEL ET GURSON,200034197,75,24
CC de Montbenoît,CC CANTON MONTBENOIT,242500320,27,25
CC de Montesquieu,CC MONTESQUIEU,243301264,75,33
CC de Noblat,CC DE NOBLAT,248719361,75,87
CC de Nozay,CC REGION NOZAY,244400537,52,44
CC de Parthenay-Gâtine,CC DE PARTHENAY-GATINE (CCPG),200041333,75,79
CC de Petite-Terre,CC PETITE TERRE,200050532,06,976
CC de Petite Camargue,CC PETITE CAMARGUE,243000593,76,30
CC de Pont-Audemer / Val de Risle,CC DE PONT-AUDEMER / VAL-DE-RISLE,200065787,28,27
CC de Portes Sud Périgord,CC PORTES SUD PERIGORD,200040889,75,24
CC de Pouilly-en-Auxois/Bligny-sur-Ouche,CC POUILLY BLIGNY,200071207,27,21
CC de Puisaye-Forterre,CC PUISAYE FORTERRE,200067130,27,"58,89"
CC de Sablé-sur-Sarthe,CC DE SABLE SUR SARTHE,247200090,52,"53,72"
CC de Saint-Méen Montauban,CC ST MEEN MONTAUBAN,200038990,53,35
CC de Saulieu,CC SAULIEU,242101442,27,21
CC de Seille et Grand Couronné,CC SEILLE ET GRAND COURONNE,200070589,44,54
CC de Sélestat,CC SELESTAT   CCS,246700967,44,67
CC de Sézanne-Sud Ouest Marnais,CC DE SEZANNE-SUD OUEST MARNAIS,200066835,44,51
CC de Thann-Cernay,CC THANN-CERNAY,200036465,44,68
CC de Val'Aïgo,CC VAL'AIGO,243100773,76,31
CC de Vendeuvre-Soulaines,CC VENDEUVRE-SOULAINES,200066892,44,10
CC de Ventadour - Egletons - Monédières,CC VENTADOUR-EGLETONS-MONEDIERES,241900133,75,19
CC de Vezouze en Piémont,CC DE VEZOUZE EN PIEMONT,200069433,44,54
CC de Vie et Boulogne,CC VIE ET BOULOGNE,200072882,52,85
CC de Villedieu Intercom,CC VILLEDIEU INTERCOM,200043354,28,50
"CC de Vitry,Champagne et Der",CC VITRY CHAMPAGNE ET DER,200034718,44,51
CC de Yenne,CC YENNE,247300262,84,73
CC Decazeville Communauté,CC DECAZEVILLE COMMUNAUTE,200067064,76,12
CC des 1000 étangs,CC DES 1000 ETANGS,247000854,27,70
CC des 4B Sud Charente,CC DES 4B SUD CHARENTE,200029734,75,16
"CC des Albères,de la Côte Vermeille et de l'Illibéris",CC DES ALBERES COTE VERMEILLE ILLIBERIS,200043602,76,66
CC des Aspres,CC DES ASPRES,246600449,76,66
CC des Ballons des Hautes-Vosges,CC BALLONS HAUTES VOSGES,200033868,44,88
CC des Baronnies en Drôme Provençale,CC BARONNIES DROME PROVENCALE,200068229,84,26
CC des Bastides Dordogne-Périgord,CC BASTIDES DORDOGNE PERIGORD,200034833,75,24
CC des Bastides en Haut-Agenais Périgord,CC BASTIDES HAUT AGENAIS PERIGORD,200036523,75,47
CC des Campagnes de l'Artois,CC DES CAMPAGNES DE L'ARTOIS,200069482,32,62
CC des Causses à l'Aubrac,CC DES CAUSSES A L'AUBRAC,200068484,76,12
CC des Cévennes au Mont Lozère,CC CEVENNES AU MONT LOZERE,200069136,76,48
CC des Cévennes Gangeoises et Suménoises,CC CEVENNES GANGEOISES SUMENOISES,243400736,76,"30,34"
CC des Coëvrons,CC COEVRONS,200033298,52,53
CC des Collines du Nord Dauphiné,CC COLLINES NORD DAUPHINE,243801255,84,38
CC des Collines du Perche,CC DES COLLINES DU PERCHE,244100293,24,41
CC des Collines du Perche Normand,CC COLLINES DU PERCHE NORMAND,200071504,28,61
CC des Combes,CC DES COMBES,247000367,27,70
CC des Coteaux Arrats Gimone,CC COTEAUX ARRATS GIMONE,200042372,76,32
CC des Coteaux Bellevue,CC COTEAUX DE BELLEVUE,243100815,76,31
CC des Coteaux Bordelais,CC COTEAUX BORDELAIS,243301355,75,33
CC des Coteaux du Girou,CC DES COTEAUX DU GIROU,243100732,76,31
CC des Coteaux du Val-d'Arros,CC VAL D'ARROS,200070803,76,65
CC des Coteaux et Landes de Gascogne,CC DES COTEAUX ET LANDES DE GASCOGNE,244701355,75,47
CC des Crêtes Préardennaises,CC CRETES PREARDENNAISES,240800862,44,08
CC des Deux Morin,CC DES DEUX MORIN,200072544,11,77
CC des Deux Rives,CC DES DEUX RIVES,248200016,"75,76","32,47,82"
CC des Deux Vallées,CC DES 2 VALLEES,246000772,32,60
CC des Deux Vallées,CC DES 2 VALLEES CC2V,249100157,11,91
CC des Deux Vallées Vertes,CC DES DEUX VALLEES VERTES,200068294,27,25
CC des Forêts du Perche,CC DES FORETS DU PERCHE,200069912,24,28
CC des Gorges de l'Ardèche,CC DES GORGES DE L ARDECHE,200039808,84,07
CC des Grands Lacs,CC DES GRANDS LACS,244000873,75,40
CC des Hautes-Vosges,CC HAUTES VOSGES,200071157,44,88
CC des Hautes Terres de l'Aubrac,CC HAUTES TERRES DE L AUBRAC,200069144,76,48
CC des Hauts de Flandre,CC DES HAUTS DE FLANDRE,200040954,32,59
CC des Hauts du Perche,CC DES-HAUTS-DU-PERCHE,200068856,28,61
CC des Hauts du Val de Saône,CC DES HAUTS DU VAL DE SAONE,200036150,27,70
CC des Hauts Tolosans,CC DES HAUTS TOLOSANS,200071314,76,31
CC des Lacs de Champagne,CC DES LACS EN CHAMPAGNE,200040137,44,10
CC des Lacs et Montagnes du Haut-Doubs,CC DES LACS ET MONTAGNES DU HAUT-DOUBS,200069565,27,25
CC des Landes d'Armagnac,CC DES LANDES D'ARMAGNAC,200035541,75,40
CC des Lisières de l'Oise,CC DES LISIERES DE L'OISE,246000749,32,60
CC des Loges,CC DES LOGES JARGEAU,244500427,24,45
CC des Luys en Béarn,CC DES LUYS EN BEARN,200067239,75,64
CC des Montagnes du Giffre,CC DES MONTAGNES DU GIFFRE,200034098,84,74
CC des Monts d'Alban et du Villefranchois,CC MONTS D'ALBAN ET VILLEFRANCHOIS,200034031,76,81
CC des Monts de Gy,CC DES MONTS DE GY,247000698,27,70
CC des Monts de Lacaune et de la Montagne du Haut Languedoc,CC MONTS LACAUNE MONTAGNE HT LANGUEDOC,200066553,76,"34,81"
CC des Monts du Lyonnais,CC MONTS DU LYONNAIS - CCML,200066587,84,"42,69"
CC des Monts du Pilat,CC DES MONTS DU PILAT,244200622,84,42
CC des Pays d'Oise et d'Halatte,CC PAYS OISE ET HALATTE,246000921,32,60
CC des Pays de Cayres et de Pradelles,CC DES PAYS CAYRES PRADELLES,244301123,84,43
CC des Pays de L'Aigle,CC DES PAYS DE L'AIGLE,200068468,28,61
CC des Pays du Sel et du Vermois,CC PAYS DU SEL ET DU VERMOIS,245400189,44,54
CC des Paysages de la Champagne,CC DES PAYSAGES DE LA CHAMPAGNE,200066850,44,51
CC des Portes d'Ariège Pyrénées,CC DES PORTES D'ARIEGE-PYRENEES,200066231,76,09
CC des Portes de l'Entre-deux-Mers,CC PORTES ENTRE 2 MERS,243301439,75,33
CC des Portes de la Thiérache,CC PORTES DE LA THIERACHE,240200634,32,02
CC des Portes de Meuse,CC PORTES DE MEUSE,200066108,44,55
CC des Portes de Romilly-sur-Seine,CC PORTES ROMILLY,200000545,44,10
CC des Portes de Rosheim,CC PORTES DE ROSHEIM,246700744,44,67
CC des Portes de Sologne,CC DES PORTES DE SOLOGNE,200005932,24,45
CC des Portes de Vassivière,CC PORTES DE VASSIVIERE,248719353,75,87
CC des Portes du Haut-Doubs,CC DES PORTES DU HAUT-DOUBS,242504181,27,25
CC des Portes du Luxembourg,CC DES PORTES DU LUXEMBOURG,240800847,44,08
CC des Portes Euréliennes d'Île-de-France,CC PTES EURELIENNES ILE FRANCE,200069953,24,28
CC des Quatre Rivières,CC DES 4 RIVIERES,200069730,28,"27,76"
CC des Quatre Rivières,CC DES 4 RIVIERES,247000623,27,70
CC des Quatre Rivières,CC DES QUATRE-RIVIERES,247400666,84,74
CC des Quatre Vallées,CC QUATRE VALLEES FERRIERES,244500419,24,45
CC des Rives du Haut-Allier,CC DES RIVES DU HAUT ALLIER,200073393,84,43
CC des Sablons,CC SABLONS,246000582,32,60
CC des Savanes,CC DES SAVANES,200027548,03,973
CC des Savoir-Faire,CC DES SAVOIR-FAIRE,200070332,"27,44","52,70"
CC des Sept Vallées,CC 7 VALLEES COMM,200044030,32,62
CC des Sorgues du Comtat,CC LES SORGUES DU COMTAT MONTEUX,248400293,93,84
CC des Sources de l'Orne,CC DES SOURCES DE L'ORNE,200035111,28,61
CC des Sources du Lac d'Annecy,CC SOURCES DU LAC D'ANNECY,247400773,84,74
CC des Sucs,CC DES SUCS,244301016,84,43
CC des Terres d'Apcher-Margeride-Aubrac,CC TERRES D APCHER MARGERIDE AUBRAC,200069185,76,48
CC des Terres d'Auxois,CC DES TERRES D'AUXOIS,200071017,27,21
CC des Terres du Lauragais,CC DES TERRES DU LAURAGAIS,200071298,76,31
CC des Terres du Val de Loire,CC TERRES DU VAL DE LOIRE,200070183,24,"41,45"
CC des Trois Forêts,CC DES TROIS FORETS,245200597,44,52
CC des Trois Rivières,CC DU PAYS TROIS RIVIERES,240200600,32,02
